代码,名称,最新价,涨跌额,涨跌幅,买入,卖出,昨收,今开,最高,最低,成交量,成交额
sz169201,浙商鼎盈LOF,0.0,0.0,0.0,0.0,0.0,1.481,0.0,0.0,0.0,0,0
sz169106,东方红创优定开,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0,0
sz169105,东方红睿华LOF,0.0,0.0,0.0,0.0,0.0,1.728,0.0,0.0,0.0,0,0
sz169104,东方红睿满LOF,0.0,0.0,0.0,0.0,0.0,2.256,0.0,0.0,0.0,0,0
sz169101,东方红睿丰LOF,0.0,0.0,0.0,0.0,0.0,1.982,0.0,0.0,0.0,0,0
sz168701,金融科技LOF,0.0,0.0,0.0,0.0,0.0,1.156,0.0,0.0,0.0,0,0
sz168401,红土创新精选LOF,0.0,0.0,0.0,0.0,0.0,3.435,0.0,0.0,0.0,0,0
sz168301,东海祥龙LOF,0.0,0.0,0.0,0.0,0.0,0.928,0.0,0.0,0.0,0,0
sz168204,煤炭LOF,0.0,0.0,0.0,0.0,0.0,1.842,0.0,0.0,0.0,0,0
sz168203,钢铁LOF,0.0,0.0,0.0,0.0,0.0,1.337,0.0,0.0,0.0,0,0
sz168105,九泰泰富LOF,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,0,0
sz168104,九泰锐丰LOF,0.0,0.0,0.0,0.0,0.0,0.922,0.0,0.0,0.0,0,0
sz168103,九泰锐益LOF,0.0,0.0,0.0,0.0,0.0,1.457,0.0,0.0,0.0,0,0
sz168102,九泰锐富LOF,0.0,0.0,0.0,0.0,0.0,1.181,0.0,0.0,0.0,0,0
sz168101,九泰锐智LOF,0.0,0.0,0.0,0.0,0.0,1.512,0.0,0.0,0.0,0,0
sz167508,安信价值发现定开,0.0,0.0,0.0,0.0,0.0,1.734,0.0,0.0,0.0,0,0
sz167506,安信深圳科技LOF,0.0,0.0,0.0,0.0,0.0,1.692,0.0,0.0,0.0,0,0
sz167302,大湾区LOF,0.0,0.0,0.0,0.0,0.0,1.045,0.0,0.0,0.0,0,0
sz167301,保险主题LOF,0.0,0.0,0.0,0.0,0.0,1.116,0.0,0.0,0.0,0,0
sz167003,鼎弘LOF,0.0,0.0,0.0,0.0,0.0,1.144,0.0,0.0,0.0,0,0
sz167002,鼎越LOF,0.0,0.0,0.0,0.0,0.0,3.925,0.0,0.0,0.0,0,0
sz167001,鼎泰LOF,0.0,0.0,0.0,0.0,0.0,1.589,0.0,0.0,0.0,0,0
sz166107,多因子LOF,0.0,0.0,0.0,0.0,0.0,1.385,0.0,0.0,0.0,0,0
sz166027,中欧创业定开,0.0,0.0,0.0,0.0,0.0,0.906,0.0,0.0,0.0,0,0
sz166025,中欧远见定开,0.0,0.0,0.0,0.0,0.0,0.718,0.0,0.0,0.0,0,0
sz166024,中欧恒利定开,0.0,0.0,0.0,0.0,0.0,1.164,0.0,0.0,0.0,0,0
sz166023,中欧瑞丰LOF,0.0,0.0,0.0,0.0,0.0,1.306,0.0,0.0,0.0,0,0
sz166016,中欧纯债LOF,0.0,0.0,0.0,0.0,0.0,1.106,0.0,0.0,0.0,0,0
sz166011,中欧盛世LOF,0.0,0.0,0.0,0.0,0.0,2.014,0.0,0.0,0.0,0,0
sz166009,中欧动力LOF,0.0,0.0,0.0,0.0,0.0,3.311,0.0,0.0,0.0,0,0
sz166008,中欧强债LOF,0.0,0.0,0.0,0.0,0.0,1.128,0.0,0.0,0.0,0,0
sz166006,中欧成长LOF,0.0,0.0,0.0,0.0,0.0,2.118,0.0,0.0,0.0,0,0
sz166001,中欧趋势LOF,0.0,0.0,0.0,0.0,0.0,1.663,0.0,0.0,0.0,0,0
sz165528,中信保诚鼎利LOF,0.0,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0,0
sz165525,基建工程LOF,0.0,0.0,0.0,0.0,0.0,0.751,0.0,0.0,0.0,0,0
sz165522,TMTLOF,0.0,0.0,0.0,0.0,0.0,1.096,0.0,0.0,0.0,0,0
sz165521,金融LOF,0.0,0.0,0.0,0.0,0.0,1.302,0.0,0.0,0.0,0,0
sz165520,有色LOF,0.0,0.0,0.0,0.0,0.0,2.622,0.0,0.0,0.0,0,0
sz165517,中信保诚双盈LOF,0.0,0.0,0.0,0.0,0.0,1.015,0.0,0.0,0.0,0,0
sz165516,中信保诚周期LOF,0.0,0.0,0.0,0.0,0.0,6.025,0.0,0.0,0.0,0,0
sz165515,中信保诚300LOF,0.0,0.0,0.0,0.0,0.0,1.235,0.0,0.0,0.0,0,0
