期货代码,期货名称,涨跌幅,最新价,最高,最低,今开,涨跌额,换手率,量比,动态市盈率,成交量,成交额,昨日收盘,总市值,流通市值,行情ID,市场类型,更新时间,最新交易日
cu2602,沪铜2602,-0.58,78870.0,78920.0,78650.0,78920.0,-460.0,-,1.39,-,733,288559500.0,79120.0,-,-,113.cu2602,上期所,2025-08-28 09:24:09,2025-08-27
l2601,塑料2601,-0.58,7346.0,7375.0,7339.0,7370.0,-43.0,-,1.04,-,116596,4287088215.0,7364.0,-,-,114.l2601,大商所,2025-08-28 09:24:10,2025-08-27
aos,氧化铝次主连,-0.59,3035.0,3047.0,3027.0,3040.0,-18.0,-,0.44,-,7880,478291800.0,3045.0,-,-,113.aos,上期所,2025-08-28 09:24:10,2025-08-27
ao2510,氧化铝2510,-0.59,3035.0,3047.0,3027.0,3040.0,-18.0,-,0.39,-,7880,478291800.0,3045.0,-,-,113.ao2510,上期所,2025-08-28 09:24:10,2025-08-27
br2605,丁二烯胶2605,-0.59,11845.0,11850.0,11825.0,11825.0,-70.0,-,-,-,5,295925.0,11775.0,-,-,113.br2605,上期所,2025-08-28 09:24:07,2025-08-27
SF509,硅铁509,-0.59,5434.0,5452.0,5420.0,5430.0,-32.0,-,0.63,-,630,17117100.0,5436.0,-,-,115.SF509,郑商所,2025-08-28 09:24:06,2025-08-27
l2509,塑料2509,-0.59,7295.0,7335.0,7284.0,7335.0,-43.0,-,0.59,-,7224,263714225.0,7310.0,-,-,114.l2509,大商所,2025-08-28 09:24:10,2025-08-27
CY605,棉纱605,-0.59,20275.0,20350.0,20275.0,20350.0,-120.0,-,-,-,2,203150.0,20395.0,-,-,115.CY605,郑商所,2025-08-28 09:23:50,2025-08-27
ls,塑料次主连,-0.59,7295.0,7335.0,7284.0,7335.0,-43.0,-,0.59,-,7224,263714225.0,7310.0,-,-,114.ls,大商所,2025-08-28 09:24:10,2025-08-27
p2606,棕榈油2606,-0.59,9088.0,9100.0,9088.0,9096.0,-54.0,-,-,-,8,728980.0,9166.0,-,-,114.p2606,大商所,2025-08-28 09:24:03,2025-08-27
sp2606,纸浆2606,-0.6,5298.0,5312.0,5298.0,5312.0,-32.0,-,-,-,3,159200.0,5300.0,-,-,113.sp2606,上期所,2025-08-28 09:24:10,2025-08-27
al2511,沪铝2511,-0.6,20705.0,20725.0,20650.0,20720.0,-125.0,-,1.21,-,31732,3280814925.0,20790.0,-,-,113.al2511,上期所,2025-08-28 09:24:10,2025-08-27
al2608,沪铝2608,-0.6,20720.0,20720.0,20650.0,20690.0,-125.0,-,-,-,13,1344000.0,20810.0,-,-,113.al2608,上期所,2025-08-28 09:24:06,2025-08-27
als,沪铝次主连,-0.6,20705.0,20725.0,20650.0,20720.0,-125.0,-,1.14,-,31732,3280814925.0,20790.0,-,-,113.als,上期所,2025-08-28 09:24:10,2025-08-27
lg2601,原木2601,-0.6,825.0,827.5,824.0,827.0,-5.0,-,4.04,-,303,22506840.0,828.0,-,-,114.lg2601,大商所,2025-08-28 09:24:08,2025-08-27
070122,IH下季连续,-0.61,2923.0,-,-,-,-18.0,-,-,-,-,-,2923.0,876900,-,8.070122,中金所,2025-08-28 07:03:44,2025-08-28
070131,IH次主力合约,-0.61,2923.0,-,-,-,-18.0,-,-,-,-,-,2923.0,876900,-,8.070131,中金所,2025-08-28 07:03:44,2025-08-28
p2602,棕榈油2602,-0.61,9418.0,9470.0,9418.0,9470.0,-58.0,-,-,-,11,1038940.0,9490.0,-,-,114.p2602,大商所,2025-08-28 09:24:05,2025-08-27
071112,IH2512,-0.61,2923.0,-,-,-,-18.0,-,-,-,-,-,2923.0,876900,-,8.071112,中金所,2025-08-28 07:03:44,2025-08-28
SR511,白糖511,-0.62,5576.0,5609.0,5572.0,5602.0,-35.0,-,1.52,-,17144,958006720.0,5604.0,-,-,115.SR511,郑商所,2025-08-28 09:24:09,2025-08-27
SRS,白糖次主连,-0.62,5576.0,5609.0,5572.0,5602.0,-35.0,-,1.52,-,17144,958006720.0,5604.0,-,-,115.SRS,郑商所,2025-08-28 09:24:09,2025-08-27
al2510,沪铝2510,-0.62,20720.0,20745.0,20660.0,20735.0,-130.0,-,1.09,-,89148,9222951800.0,20810.0,-,-,113.al2510,上期所,2025-08-28 09:24:10,2025-08-27
071103,IH2603,-0.62,2925.8,-,-,-,-18.2,-,-,-,-,-,2925.8,877740,-,8.071103,中金所,2025-08-28 07:03:44,2025-08-28
alm,沪铝主连,-0.62,20720.0,20745.0,20660.0,20735.0,-130.0,-,1.09,-,89148,9222951800.0,20810.0,-,-,113.alm,上期所,2025-08-28 09:24:10,2025-08-27
cu2601,沪铜2601,-0.62,78840.0,78900.0,78620.0,78900.0,-490.0,-,2.37,-,3126,1230500850.0,79130.0,-,-,113.cu2601,上期所,2025-08-28 09:24:10,2025-08-27
070123,IH隔季连续,-0.62,2925.8,-,-,-,-18.2,-,-,-,-,-,2925.8,877740,-,8.070123,中金所,2025-08-28 07:03:44,2025-08-28
nr2511,20号胶2511,-0.63,12720.0,12750.0,12665.0,12680.0,-80.0,-,1.24,-,14047,1784867700.0,12645.0,-,-,142.nr2511,上海能源期货交易所,2025-08-28 09:24:10,2025-08-27
070121,IH下月连续,-0.63,2918.2,-,-,-,-18.4,-,-,-,-,-,2918.2,875460,-,8.070121,中金所,2025-08-28 07:03:44,2025-08-28
071110,IH2510,-0.63,2918.2,-,-,-,-18.4,-,-,-,-,-,2918.2,875460,-,8.071110,中金所,2025-08-28 07:03:44,2025-08-28
nrs,20号胶次主连,-0.63,12720.0,12750.0,12665.0,12680.0,-80.0,-,1.24,-,14047,1784867700.0,12645.0,-,-,142.nrs,上海能源期货交易所,2025-08-28 09:24:10,2025-08-27
SF601,硅铁601,-0.64,5594.0,5618.0,5576.0,5602.0,-36.0,-,1.9,-,8345,233242750.0,5606.0,-,-,115.SF601,郑商所,2025-08-28 09:24:07,2025-08-27
bc2510,国际铜2510,-0.64,70020.0,70070.0,69780.0,70070.0,-450.0,-,2.96,-,1565,546944900.0,70340.0,-,-,142.bc2510,上海能源期货交易所,2025-08-28 09:24:08,2025-08-27
l2605,塑料2605,-0.64,7347.0,7376.0,7340.0,7376.0,-47.0,-,0.95,-,2744,100899025.0,7365.0,-,-,114.l2605,大商所,2025-08-28 09:23:56,2025-08-27
sp2602,纸浆2602,-0.64,5262.0,5270.0,5234.0,5270.0,-34.0,-,-,-,395,20730900.0,5278.0,-,-,113.sp2602,上期所,2025-08-28 09:23:30,2025-08-27
bcs,国际铜次主连,-0.64,70020.0,70070.0,69780.0,70070.0,-450.0,-,2.96,-,1565,546944900.0,70340.0,-,-,142.bcs,上海能源期货交易所,2025-08-28 09:24:08,2025-08-27
ao2604,氧化铝2604,-0.65,3052.0,3055.0,3042.0,3043.0,-20.0,-,-,-,16,975200.0,3055.0,-,-,113.ao2604,上期所,2025-08-28 09:24:09,2025-08-27
ao2605,氧化铝2605,-0.65,3056.0,3065.0,3044.0,3050.0,-20.0,-,0.42,-,668,40798300.0,3057.0,-,-,113.ao2605,上期所,2025-08-28 09:24:03,2025-08-27
ao2602,氧化铝2602,-0.65,3043.0,3052.0,3031.0,3039.0,-20.0,-,1.45,-,764,46469620.0,3043.0,-,-,113.ao2602,上期所,2025-08-28 09:24:10,2025-08-27
al2606,沪铝2606,-0.65,20650.0,20705.0,20650.0,20705.0,-135.0,-,-,-,8,826375.0,20760.0,-,-,113.al2606,上期所,2025-08-28 09:24:07,2025-08-27
bz2605,纯苯2605,-0.65,6097.0,6098.0,6077.0,6095.0,-40.0,-,-,-,97,17732610.0,6127.0,-,-,114.bz2605,大商所,2025-08-28 09:24:09,2025-08-27
ss2512,不锈钢2512,-0.65,12910.0,12960.0,12900.0,12960.0,-85.0,-,3.0,-,5536,357782600.0,12975.0,-,-,113.ss2512,上期所,2025-08-28 09:24:09,2025-08-27
ao2606,氧化铝2606,-0.65,3062.0,3062.0,3048.0,3060.0,-20.0,-,-,-,18,1099800.0,3060.0,-,-,113.ao2606,上期所,2025-08-28 09:24:07,2025-08-27
aom,氧化铝主连,-0.65,3046.0,3054.0,3032.0,3040.0,-20.0,-,0.57,-,116739,7106465540.0,3046.0,-,-,113.aom,上期所,2025-08-28 09:24:10,2025-08-27
ao2601,氧化铝2601,-0.65,3046.0,3054.0,3032.0,3040.0,-20.0,-,0.57,-,116739,7106465540.0,3046.0,-,-,113.ao2601,上期所,2025-08-28 09:24:10,2025-08-27
PF509,短纤509,-0.65,6440.0,6480.0,6430.0,6460.0,-42.0,-,0.31,-,178,5752960.0,6468.0,-,-,115.PF509,郑商所,2025-08-28 09:23:56,2025-08-27
l2512,塑料2512,-0.65,7342.0,7376.0,7337.0,7372.0,-48.0,-,1.79,-,1029,37827490.0,7367.0,-,-,114.l2512,大商所,2025-08-28 09:24:06,2025-08-27
al2604,沪铝2604,-0.65,20685.0,20695.0,20635.0,20695.0,-135.0,-,-,-,81,8366875.0,20750.0,-,-,113.al2604,上期所,2025-08-28 09:24:10,2025-08-27
CJ509,红枣509,-0.65,10010.0,10075.0,10000.0,10075.0,-65.0,-,3.36,-,564,28326900.0,10055.0,-,-,115.CJ509,郑商所,2025-08-28 09:24:07,2025-08-27
SF606,硅铁606,-0.66,5698.0,5700.0,5674.0,5674.0,-38.0,-,-,-,27,768420.0,5700.0,-,-,115.SF606,郑商所,2025-08-28 09:24:07,2025-08-27
SF512,硅铁512,-0.67,5598.0,5618.0,5578.0,5596.0,-38.0,-,0.88,-,1418,39661460.0,5610.0,-,-,115.SF512,郑商所,2025-08-28 09:24:07,2025-08-27
sp2608,纸浆2608,-0.67,5322.0,5366.0,5320.0,5366.0,-36.0,-,-,-,6,320060.0,5350.0,-,-,113.sp2608,上期所,2025-08-28 09:24:09,2025-08-27
nr2509,20号胶2509,-0.67,12610.0,12635.0,12495.0,12495.0,-85.0,-,0.4,-,459,57591350.0,12540.0,-,-,142.nr2509,上海能源期货交易所,2025-08-28 09:24:08,2025-08-27
l2606,塑料2606,-0.68,7343.0,7361.0,7343.0,7360.0,-50.0,-,-,-,3,110320.0,7384.0,-,-,114.l2606,大商所,2025-08-28 09:23:49,2025-08-27
fu2509,燃油2509,-0.68,2770.0,2816.0,2755.0,2780.0,-19.0,-,0.01,-,153,4235750.0,2763.0,-,-,113.fu2509,上期所,2025-08-28 09:23:43,2025-08-27
ad2512,铸造铝2512,-0.69,20285.0,20305.0,20225.0,20305.0,-140.0,-,-,-,51,10333550.0,20350.0,-,-,113.ad2512,上期所,2025-08-28 09:22:03,2025-08-27
ss2601,不锈钢2601,-0.69,12955.0,13010.0,12940.0,13000.0,-90.0,-,1.46,-,5397,349883150.0,13030.0,-,-,113.ss2601,上期所,2025-08-28 09:24:07,2025-08-27
ao2509,氧化铝2509,-0.69,3032.0,3050.0,3027.0,3036.0,-21.0,-,0.2,-,3181,193039600.0,3041.0,-,-,113.ao2509,上期所,2025-08-28 09:24:07,2025-08-27
ads,铸造铝次主连,-0.69,20285.0,20305.0,20225.0,20305.0,-140.0,-,-,-,51,10333550.0,20350.0,-,-,113.ads,上期所,2025-08-28 09:22:03,2025-08-27
cu2608,沪铜2608,-0.69,78890.0,78990.0,78780.0,78810.0,-550.0,-,-,-,32,12616750.0,79340.0,-,-,113.cu2608,上期所,2025-08-28 09:24:10,2025-08-27
sc2511,原油2511,-0.7,482.3,485.5,481.9,483.5,-3.4,-,0.82,-,6684,3231943700.0,481.3,-,-,142.sc2511,上海能源期货交易所,2025-08-28 09:24:10,2025-08-27
l2511,塑料2511,-0.7,7329.0,7367.0,7323.0,7363.0,-52.0,-,0.74,-,1493,54789370.0,7357.0,-,-,114.l2511,大商所,2025-08-28 09:24:06,2025-08-27
scs,原油次主连,-0.7,482.3,485.5,481.9,483.5,-3.4,-,0.82,-,6684,3231943700.0,481.3,-,-,142.scs,上海能源期货交易所,2025-08-28 09:24:10,2025-08-27
l2510,塑料2510,-0.71,7310.0,7350.0,7305.0,7340.0,-52.0,-,0.93,-,5362,196367910.0,7340.0,-,-,114.l2510,大商所,2025-08-28 09:24:05,2025-08-27
adm,铸造铝主连,-0.71,20295.0,20350.0,20230.0,20350.0,-145.0,-,0.98,-,1299,263385150.0,20365.0,-,-,113.adm,上期所,2025-08-28 09:23:53,2025-08-27
SF602,硅铁602,-0.71,5560.0,5576.0,5544.0,5562.0,-40.0,-,-,-,81,2251800.0,5572.0,-,-,115.SF602,郑商所,2025-08-28 09:24:07,2025-08-27
SM607,锰硅607,-0.71,5880.0,5882.0,5864.0,5874.0,-42.0,-,-,-,30,880800.0,5898.0,-,-,115.SM607,郑商所,2025-08-28 09:24:03,2025-08-27
ad2511,铸造铝2511,-0.71,20295.0,20350.0,20230.0,20350.0,-145.0,-,0.98,-,1299,263385150.0,20365.0,-,-,113.ad2511,上期所,2025-08-28 09:23:53,2025-08-27
040120,IF当月连续,-0.72,4384.0,-,-,-,-32.0,-,-,-,-,-,4384.0,1315200,-,8.040120,中金所,2025-08-28 07:03:44,2025-08-28
SMS,锰硅次主连,-0.72,5802.0,5826.0,5784.0,5808.0,-42.0,-,2.69,-,17132,496656680.0,5818.0,-,-,115.SMS,郑商所,2025-08-28 09:24:09,2025-08-27
lg2603,原木2603,-0.72,829.0,830.5,829.0,829.5,-6.0,-,-,-,13,970470.0,831.5,-,-,114.lg2603,大商所,2025-08-28 09:24:10,2025-08-27
040130,IF主力合约,-0.72,4384.0,-,-,-,-32.0,-,-,-,-,-,4384.0,1315200,-,8.040130,中金所,2025-08-28 07:03:44,2025-08-28
041109,IF2509,-0.72,4384.0,-,-,-,-32.0,-,-,-,-,-,4384.0,1315200,-,8.041109,中金所,2025-08-28 07:03:44,2025-08-28
SM511,锰硅511,-0.72,5802.0,5826.0,5784.0,5808.0,-42.0,-,2.59,-,17132,496656680.0,5818.0,-,-,115.SM511,郑商所,2025-08-28 09:24:09,2025-08-27
sss,不锈钢次主连,-0.73,12850.0,12905.0,12830.0,12900.0,-95.0,-,1.25,-,17175,1104418850.0,12920.0,-,-,113.sss,上期所,2025-08-28 09:24:08,2025-08-27
ss2511,不锈钢2511,-0.73,12850.0,12905.0,12830.0,12900.0,-95.0,-,1.25,-,17175,1104418850.0,12920.0,-,-,113.ss2511,上期所,2025-08-28 09:24:08,2025-08-27
j2512,焦炭2512,-0.73,1639.0,1646.0,1639.0,1646.0,-12.0,-,-,-,4,657500.0,1650.0,-,-,114.j2512,大商所,2025-08-28 09:24:09,2025-08-27
CJ607,红枣607,-0.73,11610.0,11665.0,11580.0,11665.0,-85.0,-,-,-,62,3602200.0,11670.0,-,-,115.CJ607,郑商所,2025-08-28 09:24:06,2025-08-27
bcm,国际铜主连,-0.74,69890.0,69970.0,69620.0,69970.0,-520.0,-,1.13,-,1502,524076500.0,70200.0,-,-,142.bcm,上海能源期货交易所,2025-08-28 09:24:05,2025-08-27
bc2509,国际铜2509,-0.74,69890.0,69970.0,69620.0,69970.0,-520.0,-,1.13,-,1502,524076500.0,70200.0,-,-,142.bc2509,上海能源期货交易所,2025-08-28 09:24:05,2025-08-27
SM601,锰硅601,-0.75,5812.0,5838.0,5798.0,5820.0,-44.0,-,2.07,-,39900,1159494000.0,5832.0,-,-,115.SM601,郑商所,2025-08-28 09:24:07,2025-08-27
ni2608,沪镍2608,-0.75,123020.0,123020.0,122800.0,122860.0,-930.0,-,-,-,4,491490.0,123870.0,-,-,113.ni2608,上期所,2025-08-28 09:24:08,2025-08-27
SM606,锰硅606,-0.75,5858.0,5862.0,5858.0,5862.0,-44.0,-,-,-,11,322300.0,5894.0,-,-,115.SM606,郑商所,2025-08-28 09:24:06,2025-08-27
eg2603,乙二醇2603,-0.75,4471.0,4481.0,4471.0,4481.0,-34.0,-,-,-,3,134280.0,4497.0,-,-,114.eg2603,大商所,2025-08-28 09:24:02,2025-08-27
SMM,锰硅主连,-0.75,5812.0,5838.0,5798.0,5820.0,-44.0,-,2.07,-,39900,1159494000.0,5832.0,-,-,115.SMM,郑商所,2025-08-28 09:24:07,2025-08-27
SM605,锰硅605,-0.75,5860.0,5882.0,5844.0,5880.0,-44.0,-,1.83,-,438,12833400.0,5880.0,-,-,115.SM605,郑商所,2025-08-28 09:24:04,2025-08-27
PL606,丙烯606,-0.76,6421.0,6421.0,6421.0,6421.0,-49.0,-,-,-,1,128420.0,6470.0,-,-,115.PL606,郑商所,2025-08-28 09:24:01,2025-08-27
MA601,甲醇601,-0.76,2365.0,2372.0,2356.0,2372.0,-18.0,-,1.34,-,242191,5722973330.0,2372.0,-,-,115.MA601,郑商所,2025-08-28 09:24:09,2025-08-27
041110,IF2510,-0.76,4377.2,-,-,-,-33.4,-,-,-,-,-,4377.2,1313160,-,8.041110,中金所,2025-08-28 07:03:44,2025-08-28
MAM,甲醇主连,-0.76,2365.0,2372.0,2356.0,2372.0,-18.0,-,1.34,-,242191,5722973330.0,2372.0,-,-,115.MAM,郑商所,2025-08-28 09:24:09,2025-08-27
SM509,锰硅509,-0.76,5712.0,5736.0,5700.0,5718.0,-44.0,-,1.71,-,5382,153709920.0,5730.0,-,-,115.SM509,郑商所,2025-08-28 09:24:05,2025-08-27
SM510,锰硅510,-0.76,5726.0,5750.0,5712.0,5744.0,-44.0,-,2.26,-,7640,218580400.0,5744.0,-,-,115.SM510,郑商所,2025-08-28 09:24:05,2025-08-27
040121,IF下月连续,-0.76,4377.2,-,-,-,-33.4,-,-,-,-,-,4377.2,1313160,-,8.040121,中金所,2025-08-28 07:03:44,2025-08-28
br2601,丁二烯胶2601,-0.76,11735.0,11890.0,11680.0,11700.0,-90.0,-,1.13,-,4723,277028175.0,11695.0,-,-,113.br2601,上期所,2025-08-28 09:24:10,2025-08-27
041103,IF2603,-0.77,4342.0,-,-,-,-33.6,-,-,-,-,-,4342.0,1302600,-,8.041103,中金所,2025-08-28 07:03:44,2025-08-28
al2605,沪铝2605,-0.77,20675.0,20685.0,20650.0,20650.0,-160.0,-,-,-,28,2893300.0,20755.0,-,-,113.al2605,上期所,2025-08-28 09:24:04,2025-08-27
041112,IF2512,-0.77,4363.0,-,-,-,-34.0,-,-,-,-,-,4363.0,1308900,-,8.041112,中金所,2025-08-28 07:03:44,2025-08-28
040123,IF隔季连续,-0.77,4342.0,-,-,-,-33.6,-,-,-,-,-,4342.0,1302600,-,8.040123,中金所,2025-08-28 07:03:44,2025-08-28
040131,IF次主力合约,-0.77,4363.0,-,-,-,-34.0,-,-,-,-,-,4363.0,1308900,-,8.040131,中金所,2025-08-28 07:03:44,2025-08-28
040122,IF下季连续,-0.77,4363.0,-,-,-,-34.0,-,-,-,-,-,4363.0,1308900,-,8.040122,中金所,2025-08-28 07:03:44,2025-08-28
TA606,PTA606,-0.78,4854.0,4854.0,4854.0,4854.0,-38.0,-,-,-,1,24270.0,4892.0,-,-,115.TA606,郑商所,2025-08-28 09:23:54,2025-08-27
si2607,工业硅2607,-0.78,8860.0,8865.0,8810.0,8850.0,-70.0,-,-,-,89,3932250.0,8920.0,-,-,225.si2607,广期所,2025-08-28 09:24:09,2025-08-27
SM602,锰硅602,-0.78,5830.0,5832.0,5820.0,5820.0,-46.0,-,-,-,63,1835190.0,5842.0,-,-,115.SM602,郑商所,2025-08-28 09:24:03,2025-08-27
ni2602,沪镍2602,-0.78,121570.0,122130.0,121240.0,122070.0,-950.0,-,-,-,82,9970540.0,122530.0,-,-,113.ni2602,上期所,2025-08-28 09:24:04,2025-08-27
PR509,瓶片509,-0.79,5804.0,5842.0,5784.0,5842.0,-46.0,-,0.33,-,95,8265000.0,5836.0,-,-,115.PR509,郑商所,2025-08-28 09:23:46,2025-08-27
SM512,锰硅512,-0.79,5806.0,5826.0,5790.0,5816.0,-46.0,-,1.53,-,1755,50947650.0,5826.0,-,-,115.SM512,郑商所,2025-08-28 09:24:09,2025-08-27
sps,纸浆次主连,-0.79,5274.0,5290.0,5244.0,5290.0,-42.0,-,1.55,-,27260,1434597520.0,5290.0,-,-,113.sps,上期所,2025-08-28 09:24:06,2025-08-27
eb2604,苯乙烯2604,-0.79,7298.0,7310.0,7298.0,7310.0,-58.0,-,-,-,20,732595.0,7351.0,-,-,114.eb2604,大商所,2025-08-28 09:24:02,2025-08-27
sp2601,纸浆2601,-0.79,5274.0,5290.0,5244.0,5290.0,-42.0,-,1.55,-,27260,1434597520.0,5290.0,-,-,113.sp2601,上期所,2025-08-28 09:24:06,2025-08-27
CJ603,红枣603,-0.79,11330.0,11390.0,11300.0,11390.0,-90.0,-,3.24,-,405,22963500.0,11390.0,-,-,115.CJ603,郑商所,2025-08-28 09:24:05,2025-08-27
si2512,工业硅2512,-0.79,8830.0,8895.0,8785.0,8830.0,-70.0,-,1.58,-,3430,151418400.0,8890.0,-,-,225.si2512,广期所,2025-08-28 09:24:10,2025-08-27
SF605,硅铁605,-0.8,5716.0,5742.0,5708.0,5716.0,-46.0,-,4.13,-,99,2833380.0,5734.0,-,-,115.SF605,郑商所,2025-08-28 09:24:07,2025-08-27
ad2601,铸造铝2601,-0.81,20260.0,20260.0,20240.0,20260.0,-165.0,-,-,-,18,3643800.0,20395.0,-,-,113.ad2601,上期所,2025-08-28 09:23:25,2025-08-27
